,registry_id,fac_name,fac_lat,fac_long,fac_percent_minority,fac_pop_den,fac_days_last_inspection,fac_curr_compliance_status,fac_curr_snc_flg,tri_releases_transfers,fac_map_flg
8750,110001147312,MONARCH CERAMIC TILE INC,34.829357,-87.668666,27.197,1410.43,368.0,No Violation,N,3703.0,Y
8751,110001147394,US ARMY GARRISON-REDSTONE,34.64694,-86.67305,47.978,123.25,222.0,In Violation,N,0.0,Y
8752,110001147786,COLVER POWER PROJECT,40.550378,-78.804741,1.319,67.3,405.0,No Violation,N,620153.0,Y
8754,110001148598,DELAWARE CITY REFINERY,39.588611,-75.63555500000001,35.729,563.53,109.0,In Violation,N,4004378.0,Y
8755,110001149025,RBC AIRCRAFT PRODUCTS,41.86436,-73.08691999999999,8.84,329.58,114.0,No Violation,N,2323.0,Y
8756,110001149347,FLEXIBLE TECHNOLOGIES INC.,34.162157,-82.384244,50.965,259.7,745.0,No Violation,N,38915.0,Y
8758,110001154410,PACIFIC GALVANIZING INC.,37.766158000000004,-122.217597,78.756,9907.59,4574.0,No Violation,N,471130.0,Y
8759,110001154492,HIXSON METAL FINISHING,33.63085,-117.93321999999999,36.251,7105.22,190.0,In Violation,N,1987.0,Y
8764,110001160886,SHARON TUBE CO,41.20035,-80.498288,22.796,1051.18,54.0,In Violation,N,77079.0,Y
8765,110001163160,SIERRA PACIFIC INDUSTRIES  ANDERSON DIV,40.46889,-122.31696000000001,19.555,615.26,1145.0,No Violation,N,0.0,Y
8768,110001168691,ADDIVANT USA LLC,30.869537,-87.863795,21.423000000000002,45.28,297.0,No Violation,N,5270.0,Y
8771,110001175139,ST LAWRENCE ZINC CO BALMAT NO. 4 MINE & MILL,44.262028,-75.387833,2.4,41.03,332.0,No Violation,N,642.0,Y
8772,110001175709,LAIRD COATINGS CORPORATION,33.73635,-118.03158,48.777,5329.39,31.0,In Violation,N,250.0,Y
8775,110001187144,LUNDAY-THAGARD CO,33.946295,-118.16703999999999,93.353,12421.73,340.0,In Violation,Y,1494.0,Y
8777,110001187689,NEW NGC INC D/B/A NATIONAL GYPSUM CO,33.780364,-118.217951,88.001,8778.18,277.0,No Violation,N,0.0,Y
8778,110001194341,NEW HAMPSHIRE BALL BEARINGS INC.,34.246844,-118.590756,62.46,5150.83,1619.0,No Violation,N,51385.0,Y
8781,110001199532,QUAD/GRAPHICS HOLDING COMPANY,37.31635,-120.50988000000001,72.025,2432.28,55.0,No Violation,N,6567.0,Y
8783,110001199792,CP KELCO,32.696771999999996,-117.145403,65.11399999999999,8616.94,976.0,No Violation,N,3604.0,Y
8784,110001199970,BLUE DIAMOND GROWERS,37.709764,-121.08103999999999,50.86,1227.7,20.0,No Violation,N,29329.0,Y
8786,110001200922,CALPORTLAND ORO GRANDE PLANT,34.6045,-117.3382,77.061,191.06,227.0,No Violation,N,58785.0,Y
8787,110001201173,AEROCRAFT HEAT TREATING CO. INC,33.89029,-118.1667,89.681,11785.6,290.0,No Violation,N,201.0,Y
8788,110001203689,LAKE REGION MEDICAL,40.19506,-75.48696,13.352,1500.21,293.0,No Violation,N,268853.0,Y
8789,110001204660,MERCER LIME & STONE CO,41.074884999999995,-79.983538,3.341,74.85,200.0,No Violation,N,28.0,Y
8790,110001205240,FERAG AMER BRISTOL PLT,40.1146,-74.888,25.182,3418.09,817.0,In Violation,N,10.0,Y
8791,110001209077,US ARMY GARRISON WHITE SANDS MISSILE RANGE,32.38237,-106.47946999999999,39.916,58.45,174.0,In Violation,Y,40900.0,Y
8792,110001210127,HAMILTON PRECISION METALS,40.08835,-76.35668000000001,15.609000000000002,1373.36,318.0,No Violation,N,40091.0,Y
8793,110001211073,MORGAN CORP EPHRATA PLANT,40.189009999999996,-76.17459000000001,7.962000000000001,1055.16,117.0,No Violation,N,5.0,Y
8794,110001211929,SMOOTH-ON INC,40.55001,-75.56665,15.011,1664.61,8339.0,No Violation,N,13893.0,Y
8795,110001214230,NORTH AMER FORGEMASTERS,40.991199,-80.352676,13.686,1271.75,605.0,No Violation,N,1019691.0,Y
8796,110001214365,EPIC METALS CORPORATION,40.40655,-79.87697,35.41,3790.85,5605.0,No Violation,N,1110.0,Y
8797,110001219556,AUTONEUM NORTH AMERICA INC.,40.99425,-76.46146999999999,9.744,820.05,167.0,No Violation,N,276.0,Y
8798,110001219823,KANE HARDWOOD COLLINS PINE CO,41.675123,-78.827073,2.1180000000000003,171.35,207.0,No Violation,N,15.0,Y
8800,110001224906,SHAPE 1820,43.029379999999996,-86.19575,5.921,1090.25,5465.0,No Violation,N,2152.0,Y
8801,110001224942,FORMTECH LLC,42.55397,-82.93226,17.391,3680.44,2546.0,No Violation,N,53483.0,Y
8802,110001225059,US DOD MCAGCC TWENTYNINE PALMS,34.23123,-116.05622,36.626999999999995,328.94,229.0,In Violation,N,186664.0,Y
8803,110001226272,GUARDIAN WEST,40.117226,-88.183697,40.03,2423.85,417.0,No Violation,N,94996.0,Y
8804,110001226682,FRIGID FLUID CO,41.93035,-87.91479,48.1,3470.59,3062.0,No Violation,N,1500.0,Y
8805,110001226691,SPECTRUM MFG INC (D/B/A LAKE REGION MEDICAL),42.124027000000005,-87.902069,34.649,3263.96,236.0,No Violation,N,33329.0,Y
8807,110001231890,GRIFFIN INDUSTRIES LLC,36.902221999999995,-86.876111,5.735,74.31,214.0,No Violation,N,11782.0,Y
8812,110001234227,DR LUBRICANTS INC.,41.11999,-85.15772,20.59,2188.7,4793.0,No Violation,N,0.0,Y
8814,110001236975,KELLY TECHNOLOGY COATINGS INCORPORATED,38.229279999999996,-85.77928,60.49100000000001,4818.33,684.0,No Violation,N,11140.0,Y
8815,110001237162,WESTROCK CONVERTING COMPANY,40.33639,-85.35535,2.888,107.36,109.0,In Violation,N,34.0,Y
8816,110001237279,THYSSENKRUPP CRANKSHAFT COMPANY,40.11877,-87.24495999999999,6.513999999999999,100.02,524.0,In Violation,N,290199.0,Y
8817,110001237867,CSN LLC,39.344390000000004,-87.42121,11.095,204.74,303.0,No Violation,N,1187990.0,Y
8819,110001238740,HI LO INDUSTRIES INCORPORATED,37.64201,-95.45877,10.434000000000001,297.08,643.0,No Violation,N,11393.0,Y
8820,110001239188,KMW LTD,38.202621,-98.213437,9.551,89.3,6339.0,No Violation,N,1056.0,Y
8821,110001239810,FIBER GLASS SYSTEMS WICHITA,37.649706,-97.389393,30.215,1949.72,306.0,In Violation,N,0.0,Y
8823,110001240103,KANSAS CITY READYMIX DBA TALON CONCRETE & AGGREGATES LLC,39.101529,-94.617233,69.551,2478.46,306.0,No Violation,N,648.0,Y
8824,110001240595,ERGON ASPHALT & EMULSIONS INC. - EL DORADO,37.810133,-96.834765,14.867,541.67,1994.0,No Violation,N,0.0,Y
8825,110001241727,ICS INC.,38.37084,-97.6745,9.298,484.96,150.0,No Violation,N,1210.0,Y
8826,110001244494,TRACE DIE CAST INC,37.014379999999996,-86.38878199999999,20.066,542.28,242.0,In Violation,N,365671.0,Y
8828,110001244724,THE DOW CHEMICAL CO - LOUISIANA OPERATIONS,30.320903,-91.23901500000001,54.108000000000004,353.49,122.0,In Violation,Y,2762411.0,Y
8829,110001244804,CERTAINTEED CORPORATION,32.5289,-93.76659000000001,82.84700000000001,1209.25,1607.0,No Violation,N,83.0,Y
8830,110001245153,U.S. GYPSUM CO,30.02249,-90.02463,92.21700000000001,2983.49,937.0,No Violation,N,87.0,Y
8831,110001248739,STULLER SETTINGS INC,30.168329999999997,-92.02441999999999,17.74,1968.62,4800.0,No Violation,N,405.0,Y
8833,110001251797,NATIONAL GYPSUM,39.26378,-76.55527,39.215,5704.94,150.0,No Violation,N,14980.0,Y
8834,110001252064,NATIONAL BRONZE AND METALS,41.422979999999995,-82.10398,32.903,1474.06,1363.0,In Violation,N,264418.0,Y
8835,110001259584,LAFARGE JOPPA CONCRETE BATCH PLANT,39.430353000000004,-76.347903,37.114000000000004,1333.89,4755.0,No Violation,N,0.0,Y
8836,110001259799,ADELL PLASTICS,39.22983,-76.6424,43.052,3526.61,2902.0,No Violation,N,0.0,Y
8837,110001262437,TAMKO BUILDING PRODUCTS INC,39.3552,-77.42598000000001,33.899,746.51,354.0,No Violation,N,47.0,Y
8839,110001268734,SEASAFE INC,30.1537,-91.99571999999999,20.127,1271.58,4856.0,In Violation,N,4435.0,Y
8840,110001273201,PUMPELLY OIL ACQUISITION LLC,30.208370000000002,-93.33865,14.859000000000002,739.66,1810.0,No Violation,N,0.0,Y
8841,110001275478,NEW INDUSTRIES LLC,29.688306,-91.16539399999999,40.69,697.08,3685.0,No Violation,N,9300.0,Y
8842,110001276262,REDLAND GENSTAR ROSEDALE,39.315616,-76.49542199999999,42.992,4082.77,164.0,No Violation,N,0.0,Y
8843,110001276976,ANCHOR AN OLDCASTLE CO,39.36981,-76.43682,31.129,2106.0,1383.0,No Violation,N,607.0,Y
8844,110001286536,VCNA PRAIRIE LLC - YARD 1001,41.74723,-87.80875,31.651999999999997,4267.3,2825.0,In Violation,N,0.0,Y
8845,110001287054,ARROW GEAR INC.,41.791779999999996,-88.0416,18.114,3022.84,464.0,In Violation,N,12976.0,Y
8848,110001289640,PRAIRIE MATERIAL SALES INC,42.09917,-87.81586,21.569000000000003,2873.78,363.0,No Violation,N,0.0,Y
8849,110001290237,OZINGA READY-MIX CONCRETE - NAPERVILLE,41.77904,-88.15656700000001,25.319000000000003,3155.46,3007.0,No Violation,N,0.0,Y
8855,110001293966,NELSON PAINT CO OF MICHIGAN,45.80182,-88.07003,3.9219999999999997,574.46,3014.0,No Violation,N,1479.0,Y
8856,110001294439,HUMPHREY PRODUCTS CO,42.24494,-85.52964,27.839000000000002,927.86,7971.0,No Violation,N,37788.0,Y
8857,110001300100,APPLIED PROCESS INC.,42.37412,-83.41113,15.97,2888.45,7040.0,No Violation,N,3260.0,Y
8860,110001305524,HYSTER YALE GROUP INC.,37.60125,-84.29989,10.158999999999999,536.78,341.0,No Violation,N,60660.0,Y
8861,110001306042,GIBBS DIE CASTING CORP,37.80523,-87.64182,16.202,225.98,269.0,In Violation,N,2612505.0,Y
8865,110001307728,VALMONT COATINGS INC SALINA GALVANIZING,38.857622,-97.593915,18.37,974.27,586.0,No Violation,N,8356.0,Y
8868,110001307924,GENERAL MOTORS COMPANY,39.147607,-94.604954,52.82,1311.32,101.0,In Violation,Y,1182005.0,Y
8870,110001309931,BOLLINGER QUICK REPAIR LLC,29.90097,-90.08136999999999,54.01,4958.29,243.0,No Violation,N,16483.0,Y
8871,110001314257,HAYNES INTERNATIONAL INC,32.55899,-92.94141,66.757,130.08,948.0,No Violation,N,399114.0,Y
8873,110001318770,MICHIGAN SUGAR CO - CARO FACTORY,43.4807,-83.3963,7.827000000000001,265.05,653.0,In Violation,N,8240.0,Y
8874,110001318832,WHITE PIGEON PAPER CO,41.7949,-85.6494,7.97,147.41,677.0,No Violation,N,12.0,Y
8875,110001319485,PROSPECT FOUNDRY LLC,44.99328,-93.23383000000001,39.275,5553.41,936.0,No Violation,N,3158.0,Y
8879,110001322569,JCB INC.,32.11801,-81.23385,36.052,484.71,2082.0,In Violation,N,40348.0,Y
8881,110001323318,MIDAMERICAN ENERGY CO NEAL NORTH,42.327409,-96.36784300000001,5.6979999999999995,13.57,608.0,In Violation,N,567812.0,Y
8882,110001323951,LINWOOD MINING & MINERALS  LIME PLANT,41.46352,-90.68496999999999,4.6739999999999995,188.65,374.0,No Violation,N,33.0,Y
8883,110001326057,GEORGIA PACIFIC GYPSUM,32.0747,-81.05236,63.881,1737.03,33.0,No Violation,N,302.0,Y
8884,110001327993,PANDEL INC,34.14695,-84.79711999999999,34.799,634.84,381.0,No Violation,N,812.0,Y
8886,110001328377,DOBSON PIPE ORGAN BUILDERS LTD,42.26854,-94.73259,2.207,65.99,3678.0,No Violation,N,0.0,Y
8887,110001329312,SPEC CAST,42.4901,-91.12968000000001,2.7710000000000004,172.44,5375.0,No Violation,N,0.0,Y
8888,110001329349,SCRANTON MANUFACTURING COMPANY INC - SCRANTON,42.02282,-94.55538,3.0389999999999997,24.61,864.0,No Violation,N,0.0,Y
8891,110001334752,EMPIRE HARD CHROME INC.,41.8605,-87.67114000000001,71.79899999999999,13613.44,872.0,No Violation,N,1008.0,Y
8892,110001336215,MEADEN SCREW PRODUCTS CO,41.738316,-87.920305,23.215999999999998,1632.71,156.0,No Violation,N,753322.0,Y
8893,110001337214,NYLOK LLC,41.9987,-87.72586,53.043,11565.19,290.0,No Violation,N,13813.0,Y
8894,110001338062,OMRON AUTOMOTIVE ELECTRONICS,41.9124,-88.26997,12.544,1328.86,1451.0,No Violation,N,117119.0,Y
8897,110001339579,BANNER SERVICE CORPORATION,41.927859999999995,-88.10221999999999,41.49,3834.16,2784.0,No Violation,N,28300.0,Y
8898,110001339686,DURO-CHROME INDUSTRIES INC,42.281040000000004,-88.14712,20.871,904.55,5038.0,No Violation,N,13.0,Y
8901,110001340317,CAST TECHNOLOGIES INC,40.68226,-89.6012,46.949,2601.28,3509.0,No Violation,N,103.0,Y
8906,110001346874,PREM MAGNETICS INC,42.37813,-88.24018000000001,9.361,997.45,3131.0,No Violation,N,0.0,Y
8909,110001349274,HANNA STEEL CORP,40.54481,-89.6583,7.024,1085.76,220.0,No Violation,N,136986.0,Y
8910,110001351135,OFS BRANDS HOLDINGS INC PLANT 3,38.303090000000005,-86.96226999999999,17.554000000000002,253.56,4958.0,No Violation,N,180.0,Y
8913,110001352599,WINDSOR STEEL INC,41.68436,-85.9284,35.835,1925.4,661.0,No Violation,N,0.0,Y
8914,110001352875,LIPPERT COMPONENTS INC,41.6845,-85.92299999999999,33.995,1782.61,46.0,No Violation,N,15393.0,Y
8917,110001354622,ARVOS INC,39.5727,-97.63475,6.757000000000001,206.56,696.0,No Violation,N,36902.0,Y
8919,110001355435,US DOD USAF CAPITAL MAP ANG,39.845596,-89.664497,20.486,1009.17,2279.0,In Violation,N,192.0,Y
8920,110001356700,THYSSENKRUPP PRESTA DANVILLE LLC,40.131174,-87.548136,54.687,363.62,4448.0,In Violation,N,40000.0,Y
8921,110001357013,BALES MOLD SERVICE INC.,41.794109999999996,-88.05431,19.212,2963.27,481.0,No Violation,N,0.0,Y
8924,110001359155,ADVANCED FLEXIBLE COMPOSITES INC,42.19149,-88.30358000000001,16.074,2296.64,340.0,No Violation,N,12687.0,Y
8925,110001360152,GAF BUILDING MATERIALS MFG CORP,37.947889,-87.909472,6.739,300.92,110.0,In Violation,N,4455.0,Y
8926,110001360358,FIAMM ENERGY L.L.C.,33.1081,-82.01413000000001,68.15,279.64,164.0,In Violation,N,810007.0,Y
8927,110001361053,WIESE INDUSTRIES INC,41.842929999999996,-94.10177,36.489000000000004,292.77,433.0,No Violation,N,0.0,Y
8928,110001361115,PALADIN ATTACHMENTS - DELHI,42.42776,-91.3347,1.099,42.46,4064.0,No Violation,N,69347.0,Y
8929,110001361945,INTERNATIONAL PAPER COMPANY CEDAR RIVER MILL,41.93059,-91.64187,13.044,683.93,53.0,No Violation,N,87718.0,Y
8930,110001361990,MAQUOKETA CO,42.06762,-90.64678,5.605,251.12,5256.0,No Violation,N,56731.0,Y
8932,110001366600,JOHNSON CONTROLS BATTERY GROUP INC,41.0042,-85.1852,24.388,617.7,60.0,No Violation,N,929423.0,Y
8934,110001367501,WAHL CLIPPER CORPORATION,41.817322,-89.696107,24.62,838.76,2292.0,In Violation,N,66948.0,Y
8937,110001368797,IDEMITSU LUBRICANTS AMERICA,38.31527,-85.67291999999999,17.928,1296.92,1243.0,No Violation,N,261.0,Y
8940,110001370016,CAMSO MANUFACTURING USA LTD. (EMPORIA DIVISION),38.39665,-96.15526,35.363,694.15,317.0,No Violation,N,21560.0,Y
8941,110001370506,LINK BELT CONSTRUCTION EQUIPMENT,38.01239,-84.43363000000001,24.706,2640.24,474.0,No Violation,N,115083.0,Y
8945,110001373442,FOX GROUP INC. DBA BRUCE FOX INC.,38.32284,-85.81703,17.035,1927.73,899.0,No Violation,N,2547.0,Y
8946,110001374094,FORD LOUISVILLE ASSEMBLY PLANT,38.15498,-85.72715,40.838,2016.1,164.0,In Violation,N,1326889.0,Y
8947,110001374236,KEN AMERICAN RESOURCES INC,37.299999,-87.208344,2.653,54.75,465.0,In Violation,N,10033.0,Y
8949,110001376635,INTERPLASTIC CORP-FORT WRIGHT,39.045,-84.512,14.817,2507.81,515.0,No Violation,N,13426.0,Y
8950,110001380149,BLOMMER CHOCOLATE CO.,41.88941,-87.64365,41.481,16989.98,2383.0,No Violation,N,6310.0,Y
8951,110001382129,MULTI PACKAGING SOLUTIONS CHICAGO,41.83858,-88.02074,25.888,3057.77,1104.0,No Violation,N,11126.0,Y
8955,110001383743,CARBO CERAMICS INC,30.056693,-91.88060899999999,29.474,148.69,1048.0,In Violation,Y,18918.0,Y
8960,110001387151,CARBIDE INDUSTRIES LLC,38.22144,-85.83766999999999,78.285,2361.68,200.0,No Violation,N,44.0,Y
8961,110001388301,GCC ALLIANCE CONCRETE INCORPORATED,43.088704,-96.175476,14.655,271.2,1851.0,No Violation,N,0.0,Y
8962,110001388702,US BATTERY MANUFACTURING CO,33.36962,-82.00746,59.922,823.01,193.0,No Violation,N,1238558.0,Y
8964,110001389836,HLT LIMITED,42.73707,-94.22452,6.544,216.76,1066.0,No Violation,N,0.0,Y
8965,110001390334,MANSTONE INC,38.87936,-104.82434,20.185,2693.89,711.0,No Violation,N,1005.0,Y
8967,110001397881,AIRGAS USA LLC - ANKENY IA,41.72737,-93.57484000000001,6.92,1183.14,1145.0,No Violation,N,2259.0,Y
8968,110001398185,XL SPECIALIZED TRAILERS INC,42.47079,-91.45868,2.77,214.21,604.0,No Violation,N,30254.0,Y
8969,110001398899,WELLS ENTERPRISES INC NORTH ICE CREAM PLANT,42.791164,-96.16436800000001,7.755,362.64,520.0,No Violation,N,30019.0,Y
8970,110001399362,READY MIXED CONCRETE PLANT 3,39.96034,-104.837728,45.245,895.13,551.0,In Violation,N,0.0,Y
8971,110001400298,GKN ARMSTRONG WHEELS INC - ESTHERVILLE,43.395579999999995,-94.81094,13.142000000000001,236.14,144.0,No Violation,N,292375.0,Y
8972,110001400886,E J PAINTING & FIBERGLASS,39.89202,-104.86867,39.804,703.31,290.0,No Violation,N,3688.0,Y
8974,110001407629,STERLING SINTERED TECHNOLOGIES INC,41.922756,-73.079364,9.172,398.45,3674.0,No Violation,N,6169.0,Y
8975,110001407905,OLDCASTLE PRECAST,41.80039,-72.83414,11.925,673.65,497.0,No Violation,N,0.0,Y
8977,110001409280,FELDMEIER EQUIPMENT INC,42.715415,-92.577919,2.717,63.26,1999.0,No Violation,N,20817.0,Y
8978,110001412383,STANDARD MOTOR ELECTRONICS,28.446759999999998,-81.37424,62.573,1496.93,964.0,No Violation,N,62.0,Y
8979,110001413159,ROCKWELL COLLINS,28.085869,-80.639684,23.820999999999998,2015.72,857.0,No Violation,N,665.0,Y
8980,110001413248,JAMES HARDIE BUILDING PRODUCTS PLANT CITY,28.009712,-82.147613,45.32,1430.26,334.0,No Violation,N,0.0,Y
8982,110001419590,SKF USA INC,34.20065,-83.91463,26.063000000000002,836.97,7878.0,No Violation,N,24563.0,Y
8984,110001420748,USG CHAMBLEE PLANT,33.88082,-84.31806999999999,51.073,3595.63,612.0,No Violation,N,4.0,Y
8986,110001422032,PPG ARCHITECTURAL FINISHES EAST POINT,33.68795,-84.43347,88.36399999999999,2717.99,410.0,No Violation,N,811665.0,Y
8987,110001424174,SHAW INDUSTRIES GROUP INC-2480,34.722165999999994,-84.967192,47.74100000000001,652.46,368.0,No Violation,N,26.0,Y
8988,110001424414,HOSHIZAKI AMERICA INC,33.375267,-84.571733,20.596999999999998,895.87,2112.0,No Violation,N,340836.0,Y
8991,110001425011,KLIKLOK CORP.,33.7104,-84.17665,97.57600000000001,2723.23,3125.0,No Violation,N,63.0,Y
8995,110001426760,BALDOR DODGE RELIANCE - FLOWERY BRANCH,34.201190000000004,-83.89873,28.859,834.39,940.0,No Violation,N,85253.0,Y
8997,110001426886,LIPPERT COMPONENTS INC PLANT 16,31.692109999999996,-83.225768,58.95,302.91,963.0,No Violation,N,12213.0,Y
8998,110001427206,HUSSMANN CORP,34.02624,-84.03752,45.394,1998.74,410.0,No Violation,N,246818.0,Y
8999,110001427778,SHERWOOD ENTERPRISES,40.17393,-105.09556,32.431999999999995,2716.27,767.0,No Violation,N,24550.0,Y
9000,110001428848,MARTIN MARIETTA - QUIVAS READY MIX,39.734609999999996,-105.00778000000001,48.315,7347.6,892.0,In Violation,N,1.0,Y
9001,110001430531,BKEP MATERIALS LLC-DENVER C,39.80427,-104.93786999999999,76.813,1813.86,1648.0,In Violation,N,4.0,Y
9002,110001430700,READY MIXED CONCRETE CO - PLANT 1,39.77616,-104.979,48.236000000000004,4606.64,887.0,In Violation,N,0.0,Y
9003,110001430728,MARTIN MARIETTA CASTLE ROCK READY MIX,39.36629,-104.85193000000001,15.138,1061.68,543.0,No Violation,N,0.0,Y
9004,110001431790,SUNDYNE LLC,39.81398,-105.16823000000001,11.435,1858.98,1318.0,In Violation,N,15844.0,Y
9006,110001436928,ROCKY MOUNTAIN PRESTRESS LLC (STRUCTURAL PLANT),39.80225,-105.00814,56.013999999999996,3505.94,233.0,No Violation,N,327.0,Y
9007,110001437703,AGGREGATE INDUSTRIES - BROOMFIELD PLANT,39.9277,-105.09878,21.549,1810.87,121.0,In Violation,N,0.0,Y
9012,110001442653,SERVICE SOLUTIONS US LLC,44.09345,-93.23986,13.315,925.57,5527.0,No Violation,N,227381.0,Y
9013,110001443000,MIDWEST METAL PRODUCTS INC,44.041090999999994,-91.60839399999999,6.568,1084.35,8867.0,No Violation,N,1399.0,Y
9015,110001443956,EMERSON PROCESS MANAGEMENT ROSEMOUNT INC,44.8622,-93.43129,20.154,1836.61,885.0,No Violation,N,2322.0,Y
9017,110001446150,LARSEN'S MANUFACTURING CO,45.10344,-93.26598,31.65,2949.75,201.0,No Violation,N,17886.0,Y
9020,110001448050,SALO MANUFACTURING INC,46.73406,-95.09898000000001,2.6689999999999996,64.29,859.0,No Violation,N,37055.0,Y
9021,110001448238,NEW FLYER OF AMERICA INC,47.76313,-96.62377,16.798,295.37,4359.0,No Violation,N,0.0,Y
9022,110001448498,LIFELINE FOODS,39.74025,-94.846817,16.823,1761.25,125.0,No Violation,N,16579.0,Y
9024,110001448791,US GYPSUM CO,39.14418,-94.56742,40.944,1682.98,1740.0,No Violation,N,456.0,Y
9027,110001450037,CARDINAL SCALE MANUFACTURING,37.147289,-94.462021,10.735,692.55,418.0,No Violation,N,288.0,Y
9028,110001451991,RED WING SHOE CO,37.944969,-90.797607,4.032,208.62,75.0,No Violation,N,15899.0,Y
9029,110001452357,KILLARK ELECTRIC,38.65141,-90.23342,77.259,4707.25,746.0,No Violation,N,9.0,Y
9030,110001453622,AMERICAN ITALIAN PASTA CO,39.367740000000005,-94.22843,8.465,464.23,1915.0,In Violation,N,29500.0,Y
9031,110001455210,CONCO,37.214259999999996,-93.27803,14.637,2937.99,808.0,In Violation,N,1.0,Y
9034,110001456308,PARKER HANNIFIN SPORLAN  DIV - PLANT #2,38.571490000000004,-91.03653,4.604,445.24,150.0,No Violation,N,48708.0,Y
9039,110001468019,CG POWER SYSTEMS USA INC,38.567139000000005,-91.056824,4.617,354.18,787.0,No Violation,N,165168.0,Y
9041,110001469090,PITTSBURGH GLASS WORKS LLC,38.80891,-90.74946,10.386,1669.51,1984.0,No Violation,N,10.0,Y
9044,110001472264,MMC MATERIALS INC - ELTON ROAD,32.217056,-90.227611,75.48899999999999,667.26,1258.0,No Violation,N,35.0,Y
9045,110001472601,HANSON PIPE AND PRECAST INC,31.306009999999997,-89.28443,66.066,1035.34,1286.0,No Violation,N,0.0,Y
9047,110001472692,MISSISSIPPI TANK CO,31.334428999999997,-89.333063,54.341,1594.86,318.0,No Violation,N,24758.0,Y
9048,110001473030,US ARMY NATIONAL GUARD CAMP SHELBY RANGES,31.206833000000003,-89.202917,15.682,17.65,165.0,No Violation,N,49895.0,Y
9049,110001473405,W.E.BLAIN&SONS INC. NATCHEZ ASPHALT PLANT,31.568721999999998,-91.232528,78.31,98.67,755.0,No Violation,N,200.0,Y
9050,110001473815,HOLCIM TRIDENT CEMENT PLANT,45.944769,-111.477076,4.819,2.86,370.0,No Violation,N,12840.0,Y
9051,110001476199,READY MIXED CONCRETE COMPANY,35.73205,-81.30138000000001,35.126999999999995,1211.18,3694.0,No Violation,N,0.0,Y
9052,110001477526,AMERICAN SNUFF CO LLC TAYLOR BROTHERS DIV,36.05381,-80.32047,39.418,1631.15,423.0,No Violation,N,26056.0,Y
9053,110001478696,TYSON FARMS INC.,35.95458,-80.72108,14.286,81.69,215.0,In Violation,N,169543.0,Y
9054,110001478721,JACKSON PAPER MANUFACTURING COMPANY,35.374968,-83.21589399999999,11.344000000000001,305.39,165.0,No Violation,N,179.0,Y
9055,110001478785,EXXONMOBIL REFINING AND SUPPLY COMPANY,35.551970000000004,-78.31054,58.34,430.4,94.0,No Violation,N,3505.0,Y
9056,110001479365,HARPER CORP OF AMERICA,35.13344,-80.97744,55.946999999999996,1400.23,214.0,No Violation,N,20044.0,Y
9057,110001479775,CONCRETE SUPPLY CO NORTH PLANT,35.25421,-80.7985,74.905,3019.65,468.0,No Violation,N,0.0,Y
9058,110001480326,S & W READY MIX CONCRETE COMPANY WILMINGTON,34.19699,-77.94414,35.717,1592.69,802.0,No Violation,N,0.0,Y
9059,110001480479,S & W READY MIX CONCRETE JACKSONVILLE,34.763000000000005,-77.40755,42.677,1749.72,2013.0,No Violation,N,0.0,Y
9061,110001481281,BOREN CLAY PRODUCTS - ROSEBORO,34.972316,-78.55865,33.931999999999995,87.84,45.0,No Violation,N,6239.0,Y
9062,110001482271,GARDNER GLASS PRODUCTS INC.,36.184459999999994,-81.12987,23.919,390.82,32.0,No Violation,N,375.0,Y
9063,110001482495,BOISE CASCADE WOOD PRODUCTS-MONCURE PLYWOOD,35.61084,-79.04777,32.475,48.65,248.0,In Violation,N,65816.0,Y
9064,110001482887,ARDAGH GLASS INC,36.291066,-78.39188299999999,68.105,607.06,75.0,No Violation,N,27799.0,Y
9067,110001483458,THE IAMS CO,36.2663,-78.40094,53.835,242.23,432.0,No Violation,N,1255.0,Y
9068,110001484144,CONCRETE SUPPLY CO. LLC - CONCORD,35.415459999999996,-80.61249000000001,39.19,1505.14,167.0,No Violation,N,0.0,Y
9069,110001485303,S&W FAYETTEVILLE PLANT,35.04842,-79.02384,66.42699999999999,2191.34,2209.0,No Violation,N,0.0,Y
9071,110001485857,PRUITT LUMBER COMPANY INCORPORATED,36.096271,-78.281141,56.593999999999994,226.92,1236.0,No Violation,N,0.0,Y
9072,110001487490,ARGOS READY MIX GREENVILLE CONCRETE PLANT,35.6237,-77.37461,52.46,1566.47,3643.0,No Violation,N,0.0,Y
9073,110001487686,ARROW INTERNATIONAL INC,35.7794,-79.81465,33.296,571.46,464.0,No Violation,N,135.0,Y
9074,110001488202,TRI CITY CONCRETE,35.344435,-81.885974,32.604,554.07,1520.0,No Violation,N,0.0,Y
9075,110001488346,CONCRETE PIPE INCORPORATED,35.22385,-80.3367,13.77,155.27,879.0,No Violation,N,0.0,Y
9076,110001488426,STANLY ENGINEERED FASTENING,35.22372,-80.41393000000001,8.738999999999999,201.19,409.0,No Violation,N,14801.0,Y
9078,110001488863,OLDCASTLE PRECAST INC.,35.730416999999996,-78.66346,55.922,1485.85,1221.0,No Violation,N,0.0,Y
9079,110001489513,DOWNTOWN CONCRETE PLANT,36.08068,-80.22318,74.854,2284.07,2083.0,No Violation,N,0.0,Y
9080,110001490823,ADAMS AN OLDCASTLE CO GREENSBORO,36.085570000000004,-79.71329,82.95299999999999,965.65,1188.0,No Violation,N,0.0,Y
